location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Springdale,03/01/2015 12:00:00 AM,0,0,0.03,0
Philadelphia,07/01/2014 12:00:00 AM,0.92,0.01,1,0
Toronto,02/01/2015 12:00:00 AM,0,0,0,0
Greensboro,03/01/2015 12:00:00 AM,0,0,0.02,0
Belem,09/01/2014 12:00:00 AM,0.65,0.09,0.96,0
Savannah,02/01/2014 12:00:00 AM,0,0,0,0
Cartagena,06/01/2014 12:00:00 AM,0.1,0.01,0.23,0
"Distrito Federal, BR",01/01/2015 12:00:00 AM,1,1,1,1
Oaxaca,03/01/2015 12:00:00 AM,1,1,1,1
Boston,11/01/2014 12:00:00 AM,0.01,0,0,0
"San Antonio, US",03/01/2015 12:00:00 AM,0.03,0,0.3,0
Hartford,08/01/2014 12:00:00 AM,0.47,0,1,0
Guadalajara,08/01/2014 12:00:00 AM,0.13,0.01,0.32,0
El Salvador,02/01/2015 12:00:00 AM,1,1,1,1
Manaus,02/01/2015 12:00:00 AM,0.09,0.01,0.23,0
St. Eustatius,02/01/2015 12:00:00 AM,0.58,0.04,0.95,0
Montevideo,10/01/2014 12:00:00 AM,0.01,0,0.08,0
Salt Lake City,02/01/2015 12:00:00 AM,0,0,0,0
Indianapolis,08/01/2014 12:00:00 AM,0.39,0,0.84,0
Amapa,03/01/2015 12:00:00 AM,1,1,1,1
Boston,02/01/2015 12:00:00 AM,0,0,0,0
Louisville,03/01/2015 12:00:00 AM,0,0,0,0
St. Barthelemy,03/01/2015 12:00:00 AM,1,1,1,1
Las Vegas,03/01/2015 12:00:00 AM,0,0,0,0
"Birmingham, US",02/01/2015 12:00:00 AM,0,0,0.01,0
Quito,04/01/2014 12:00:00 AM,0.04,0,0.19,0
Medellin,06/01/2014 12:00:00 AM,0.45,0.01,0.92,0
Georgetown,02/01/2014 12:00:00 AM,0.08,0,0.24,0
Philadelphia,08/01/2014 12:00:00 AM,0.9,0,1,0
St. Eustatius,02/01/2014 12:00:00 AM,0.75,0.08,1,0
Sinaloa,01/01/2015 12:00:00 AM,1,1,1,1
Suriname,02/01/2015 12:00:00 AM,1,1,1,1
Santiago,10/01/2014 12:00:00 AM,0.01,0,0.15,0
Merida,01/01/2014 12:00:00 AM,0,0,0,0
Guadalajara,05/01/2014 12:00:00 AM,0.03,0,0.07,0
Oklahoma City,10/01/2014 12:00:00 AM,0.01,0,0.11,0
"Greenville, SC, US",02/01/2015 12:00:00 AM,0,0,0,0
Haiti,03/01/2015 12:00:00 AM,1,1,1,1
Santiago,03/01/2015 12:00:00 AM,0.19,0,0.92,0
Monroe,02/01/2015 12:00:00 AM,0,0,0,0
Paraguay,02/01/2015 12:00:00 AM,1,1,1,1
Syracuse,09/01/2014 12:00:00 AM,0.03,0,0.26,0
Fortaleza,12/01/2014 12:00:00 AM,0.07,0.01,0.17,0
Bonaire,12/01/2013 12:00:00 AM,0.08,0.01,0.19,0
Cayman Islands,02/01/2015 12:00:00 AM,1,1,1,1
"Distrito Federal, BR",10/01/2014 12:00:00 AM,0.19,0.02,0.42,0
Savannah,02/01/2015 12:00:00 AM,0,0,0.01,0
Chiapas,02/01/2015 12:00:00 AM,1,1,1,1
Omaha,09/01/2014 12:00:00 AM,0.04,0,0.29,0
Merida,05/01/2014 12:00:00 AM,0,0,0.01,0
Montevideo,02/01/2014 12:00:00 AM,0,0,0,0
Belize,03/01/2015 12:00:00 AM,1,1,1,1
Knoxville,02/01/2015 12:00:00 AM,0,0,0,0
Bonaire,03/01/2015 12:00:00 AM,0.04,0,0.11,0
Chicago,09/01/2014 12:00:00 AM,0.5,0,1,0
Savannah,03/01/2015 12:00:00 AM,0,0,0.02,0
Belize,02/01/2015 12:00:00 AM,1,1,1,1
Guadalajara,06/01/2014 12:00:00 AM,0.11,0.01,0.29,0
Chiapas,11/01/2014 12:00:00 AM,1,1,1,1
Cleveland,03/01/2015 12:00:00 AM,0,0,0,0
New Orleans,04/01/2014 12:00:00 AM,0.06,0,0.28,0
St. Eustatius,03/01/2015 12:00:00 AM,0.09,0,0.23,0
Pittsburgh,03/01/2015 12:00:00 AM,0,0,0,0
Manaus,01/01/2015 12:00:00 AM,0.1,0.01,0.25,0
Manaus,04/01/2014 12:00:00 AM,0.01,0,0.01,0
Milwaukee,06/01/2014 12:00:00 AM,0.13,0,0.67,0
Des Moines,03/01/2015 12:00:00 AM,0,0,0,0
Venezuela,02/01/2015 12:00:00 AM,1,1,1,1
Aruba,02/01/2015 12:00:00 AM,1,1,1,1
Hartford,02/01/2015 12:00:00 AM,0,0,0,0
Savannah,03/01/2014 12:00:00 AM,0.01,0,0.07,0
Sinaloa,02/01/2015 12:00:00 AM,1,1,1,1
Little Rock,02/01/2015 12:00:00 AM,0,0,0,0
St. Kitts & Nevis,02/01/2015 12:00:00 AM,1,1,1,1
St. Lucia,02/01/2015 12:00:00 AM,1,1,1,1
St. Vincent & Grenadines,03/01/2015 12:00:00 AM,1,1,1,1
Panama,02/01/2015 12:00:00 AM,1,1,1,1
Quebec City,02/01/2015 12:00:00 AM,0,0,0,0
St. Barthelemy,02/01/2015 12:00:00 AM,1,1,1,1
Seattle,03/01/2015 12:00:00 AM,0,0,0,0
Guatemala City,05/01/2014 12:00:00 AM,0.15,0.01,0.37,0
Omaha,03/01/2015 12:00:00 AM,0,0,0,0
Oaxaca,02/01/2015 12:00:00 AM,1,1,1,1
Minneapolis,03/01/2015 12:00:00 AM,0,0,0,0
"Birmingham, US",03/01/2015 12:00:00 AM,0.01,0,0.09,0
Savannah,08/01/2014 12:00:00 AM,0.11,0.01,0.28,0
Manaus,11/01/2014 12:00:00 AM,0.14,0.01,0.32,0
Hartford,06/01/2014 12:00:00 AM,0.1,0,0.67,0
St. Louis,07/01/2014 12:00:00 AM,0.84,0.19,1,0
Syracuse,02/01/2015 12:00:00 AM,0,0,0,0
Louisville,05/01/2014 12:00:00 AM,0.02,0,0.12,0
Guerrero,12/01/2014 12:00:00 AM,1,1,1,1
Montevideo,03/01/2015 12:00:00 AM,0.13,0,0.47,0
Milwaukee,08/01/2014 12:00:00 AM,0.25,0,0.71,0
Saba,10/01/2014 12:00:00 AM,0.29,0.04,0.58,0
Florida,02/01/2015 12:00:00 AM,1,1,1,1
Cleveland,02/01/2015 12:00:00 AM,0,0,0,0
Guatemala City,03/01/2014 12:00:00 AM,0.03,0,0.07,0
Montreal,02/01/2015 12:00:00 AM,0,0,0,0
Guadalajara,02/01/2014 12:00:00 AM,0,0,0.01,0
Panama,03/01/2015 12:00:00 AM,1,1,1,1
Grenada,02/01/2015 12:00:00 AM,1,1,1,1
Detroit,03/01/2015 12:00:00 AM,0,0,0,0
Quito,09/01/2014 12:00:00 AM,0.27,0,0.87,0
Merida,09/01/2014 12:00:00 AM,0.01,0,0.03,0
Savannah,01/01/2014 12:00:00 AM,0,0,0,0
Roraima,02/01/2015 12:00:00 AM,1,1,1,1
Grand Rapids,09/01/2014 12:00:00 AM,0.02,0,0.17,0
Knoxville,03/01/2015 12:00:00 AM,0,0,0.01,0
Norfolk,03/01/2015 12:00:00 AM,0,0,0,0
Martinique,03/01/2015 12:00:00 AM,1,1,1,1
Rio de Janeiro,09/01/2014 12:00:00 AM,0.23,0,0.85,0
Jamaica,03/01/2015 12:00:00 AM,1,1,1,1
Las Vegas,02/01/2015 12:00:00 AM,0,0,0,0
San Pedro Sula,01/01/2014 12:00:00 AM,0.01,0,0.06,0
Guadalajara,01/01/2015 12:00:00 AM,0.09,0,0.28,0
Akron,03/01/2015 12:00:00 AM,0,0,0,0
Chicago,08/01/2014 12:00:00 AM,0.92,0,1,0
Charlotte,09/01/2014 12:00:00 AM,0.32,0,0.9,0
"Distrito Federal, BR",12/01/2013 12:00:00 AM,0,0,0.01,0
Manaus,06/01/2014 12:00:00 AM,0.1,0.01,0.26,0
Dominican Rep.,02/01/2015 12:00:00 AM,1,1,1,1
Guatemala City,08/01/2014 12:00:00 AM,0.42,0.01,0.85,0
Merida,02/01/2015 12:00:00 AM,0.03,0,0.09,0
Porto Alegre,06/01/2014 12:00:00 AM,0.02,0,0.27,0
Monroe,03/01/2015 12:00:00 AM,0,0,0.01,0
Sonora,02/01/2015 12:00:00 AM,1,1,1,1
Boston,06/01/2014 12:00:00 AM,0.29,0,1,0
Salt Lake City,03/01/2015 12:00:00 AM,0,0,0,0
Cancun,11/01/2014 12:00:00 AM,0.64,0.07,0.94,0
Buenos Aires,02/01/2015 12:00:00 AM,0.66,0,1,0
Montreal,08/01/2014 12:00:00 AM,0.43,0,1,0
Mato Grosso do Sul,02/01/2015 12:00:00 AM,1,1,1,1
Venezuela,03/01/2015 12:00:00 AM,1,1,1,1
"Rochester, NY, US",10/01/2014 12:00:00 AM,0,0,0.02,0
Fort Lauderdale,02/01/2014 12:00:00 AM,0.3,0,0.91,0
Guadalajara,01/01/2014 12:00:00 AM,0,0,0,0
Chiapas,12/01/2014 12:00:00 AM,1,1,1,1
Omaha,02/01/2015 12:00:00 AM,0,0,0,0
Grand Rapids,07/01/2014 12:00:00 AM,0.22,0,0.65,0
Minneapolis,07/01/2014 12:00:00 AM,0.36,0,0.91,0
Huntsville,02/01/2015 12:00:00 AM,0,0,0,0
Goias,02/01/2015 12:00:00 AM,1,1,1,1
Bolivia,03/01/2015 12:00:00 AM,1,1,1,1
New York,02/01/2015 12:00:00 AM,0.01,0,0,0
Las Vegas,05/01/2014 12:00:00 AM,0.01,0,0.09,0
Suriname,03/01/2015 12:00:00 AM,1,1,1,1
Porto Alegre,04/01/2014 12:00:00 AM,0.01,0,0.09,0
Montevideo,01/01/2014 12:00:00 AM,0,0,0,0
Raleigh,12/01/2014 12:00:00 AM,0,0,0,0
Providence,03/01/2015 12:00:00 AM,0,0,0,0
Porto Alegre,03/01/2014 12:00:00 AM,0.02,0,0.09,0
"Greenville, SC, US",03/01/2015 12:00:00 AM,0,0,0,0
Wichita,03/01/2015 12:00:00 AM,0,0,0,0
St. Martin,02/01/2015 12:00:00 AM,1,1,1,1
Akron,02/01/2015 12:00:00 AM,0,0,0,0
Richmond,03/01/2015 12:00:00 AM,0,0,0,0
Medellin,04/01/2014 12:00:00 AM,0.03,0,0.1,0
Washington DC,03/01/2015 12:00:00 AM,0.01,0,0,0
Saba,02/01/2015 12:00:00 AM,0.51,0.03,0.91,0
Indianapolis,02/01/2015 12:00:00 AM,0,0,0,0
Paramaribo,01/01/2014 12:00:00 AM,0.09,0,0.28,0
San Pedro Sula,02/01/2014 12:00:00 AM,0.01,0,0.04,0
Nicaragua,02/01/2015 12:00:00 AM,1,1,1,1
Springdale,02/01/2015 12:00:00 AM,0,0,0,0
Merida,04/01/2014 12:00:00 AM,0,0,0.01,0
Guadeloupe,03/01/2015 12:00:00 AM,1,1,1,1
"San Antonio, US",11/01/2014 12:00:00 AM,0.04,0,0.41,0
Belize,08/01/2014 12:00:00 AM,0.04,0,0.11,0
Goiania,01/01/2015 12:00:00 AM,0.03,0,0.1,0
Kansas City,02/01/2015 12:00:00 AM,0,0,0,0
Quito,11/01/2014 12:00:00 AM,0.49,0,1,0
Syracuse,07/01/2014 12:00:00 AM,0.14,0,0.57,0
Grenada,03/01/2015 12:00:00 AM,1,1,1,1
Sonora,12/01/2014 12:00:00 AM,1,1,1,1
Charlotte,08/01/2014 12:00:00 AM,0.77,0.02,1,0
Philadelphia,11/01/2014 12:00:00 AM,0.01,0,0,0
Manaus,08/01/2014 12:00:00 AM,0.07,0.01,0.18,0
Guerrero,02/01/2015 12:00:00 AM,1,1,1,1
San Pedro Sula,10/01/2014 12:00:00 AM,0.02,0,0.1,0
Guatemala,02/01/2015 12:00:00 AM,1,1,1,1
Santiago,01/01/2014 12:00:00 AM,0.01,0,0.05,0
Tulsa,04/01/2014 12:00:00 AM,0,0,0.03,0
Salvador,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Santiago,01/01/2015 12:00:00 AM,0.23,0,0.94,0
Cuba,06/01/2014 12:00:00 AM,0.98,0.67,1,0
Rio de Janeiro,12/01/2013 12:00:00 AM,0,0,0,0
Saba,04/01/2014 12:00:00 AM,0.54,0.06,0.91,0
Charlotte,06/01/2014 12:00:00 AM,0.61,0,1,0
Des Moines,08/01/2014 12:00:00 AM,0.11,0,0.34,0
Cartagena,07/01/2014 12:00:00 AM,0.18,0.03,0.39,0
French Guiana,02/01/2015 12:00:00 AM,1,1,1,1
Recife,01/01/2015 12:00:00 AM,0.12,0.01,0.29,0
Belem,05/01/2014 12:00:00 AM,0.04,0,0.1,0
Bonaire,01/01/2015 12:00:00 AM,0.49,0.04,0.88,0
Puerto Rico,03/01/2015 12:00:00 AM,1,1,1,1
Bahamas,02/01/2015 12:00:00 AM,1,1,1,1
"Valencia, VE",05/01/2014 12:00:00 AM,0.06,0,0.17,0
Honduras,02/01/2015 12:00:00 AM,1,1,1,1
Kansas City,03/01/2015 12:00:00 AM,0,0,0,0
Chiapas,01/01/2015 12:00:00 AM,1,1,1,1
Charlotte,10/01/2014 12:00:00 AM,0.03,0,0.32,0
Cayman Islands,03/01/2015 12:00:00 AM,1,1,1,1
French Guiana,03/01/2015 12:00:00 AM,1,1,1,1
St. Louis,02/01/2015 12:00:00 AM,0,0,0,0
Atlantic City,02/01/2015 12:00:00 AM,0,0,0,0
"Rochester, NY, US",02/01/2015 12:00:00 AM,0,0,0,0
Toronto,03/01/2015 12:00:00 AM,0,0,0,0
Odessa,03/01/2015 12:00:00 AM,0,0,0.03,0
Cancun,12/01/2014 12:00:00 AM,0.62,0.03,0.95,0
"Columbus, OH, US",05/01/2014 12:00:00 AM,0.02,0,0.21,0
Guerrero,01/01/2015 12:00:00 AM,1,1,1,1
Tulsa,02/01/2015 12:00:00 AM,0,0,0,0
Cincinnati,03/01/2015 12:00:00 AM,0,0,0,0
"Columbus, OH, US",03/01/2015 12:00:00 AM,0,0,0,0
Antigua,03/01/2015 12:00:00 AM,1,1,1,1
Sonora,03/01/2015 12:00:00 AM,1,1,1,1
Nashville,02/01/2015 12:00:00 AM,0,0,0,0
Sonora,01/01/2015 12:00:00 AM,1,1,1,1
Savannah,06/01/2014 12:00:00 AM,0.09,0,0.24,0
Colombia,02/01/2015 12:00:00 AM,1,1,1,1
Miami,02/01/2014 12:00:00 AM,0.59,0,1,0
"Distrito Federal, BR",02/01/2015 12:00:00 AM,1,1,1,1
Guadalajara,07/01/2014 12:00:00 AM,0.21,0.01,0.51,0
El Salvador,03/01/2015 12:00:00 AM,1,1,1,1
Houston,03/01/2015 12:00:00 AM,0.31,0,1,0
"Distrito Federal, BR",04/01/2014 12:00:00 AM,0.03,0,0.09,0
Barbados,02/01/2015 12:00:00 AM,1,1,1,1
Chiapas,03/01/2015 12:00:00 AM,1,1,1,1
Merida,02/01/2014 12:00:00 AM,0,0,0,0
Wichita,02/01/2015 12:00:00 AM,0,0,0,0
Oklahoma City,02/01/2015 12:00:00 AM,0,0,0,0
Raleigh,09/01/2014 12:00:00 AM,0.36,0,0.87,0
Ottawa,02/01/2015 12:00:00 AM,0,0,0,0
Dominican Rep.,03/01/2015 12:00:00 AM,1,1,1,1
Hartford,07/01/2014 12:00:00 AM,0.41,0,0.98,0
Quebec City,03/01/2015 12:00:00 AM,0,0,0,0
Merida,11/01/2014 12:00:00 AM,0.11,0,0.29,0
"San Antonio, US",02/01/2015 12:00:00 AM,0.01,0,0.09,0
Los Angeles,08/01/2014 12:00:00 AM,0.8,0,1,0
Jamaica,02/01/2015 12:00:00 AM,1,1,1,1
Montevideo,12/01/2013 12:00:00 AM,0,0,0,0
Georgetown,03/01/2014 12:00:00 AM,0.25,0.01,0.58,0
Savannah,10/01/2014 12:00:00 AM,0.01,0,0.09,0
Costa Rica,02/01/2015 12:00:00 AM,1,1,1,1
Guerrero,03/01/2015 12:00:00 AM,1,1,1,1
Houston,06/01/2014 12:00:00 AM,0.96,0.45,1,0
Merida,10/01/2014 12:00:00 AM,0,0,0.01,0
St. Eustatius,07/01/2014 12:00:00 AM,0.57,0.12,0.9,0
Baltimore,03/01/2015 12:00:00 AM,0,0,0,0
Minas Gerais,02/01/2015 12:00:00 AM,1,1,1,1
Savannah,07/01/2014 12:00:00 AM,0.16,0.01,0.37,0
Bahia,02/01/2015 12:00:00 AM,1,1,1,1
Saba,07/01/2014 12:00:00 AM,0.49,0.09,0.84,0
St. Lucia,01/01/2014 12:00:00 AM,0.37,0.03,0.73,0
Guyana,02/01/2015 12:00:00 AM,1,1,1,1
Houston,10/01/2014 12:00:00 AM,0.52,0,0.99,0
Puerto Rico,02/01/2015 12:00:00 AM,1,1,1,1
Guadalajara,10/01/2014 12:00:00 AM,0.05,0,0.14,0
"Rochester, NY, US",03/01/2015 12:00:00 AM,0,0,0,0
Denver,02/01/2015 12:00:00 AM,0,0,0,0
Houston,01/01/2014 12:00:00 AM,0,0,0.02,0
Goias,03/01/2015 12:00:00 AM,1,1,1,1
Guatemala,03/01/2015 12:00:00 AM,1,1,1,1
Raleigh,11/01/2014 12:00:00 AM,0.02,0,0.19,0
Charlotte,02/01/2015 12:00:00 AM,0,0,0,0
Houston,03/01/2014 12:00:00 AM,0.09,0,0.8,0
Cuba,02/01/2015 12:00:00 AM,0.81,0.01,1,0
Montevideo,01/01/2015 12:00:00 AM,0.13,0,0.34,0
Porto Alegre,11/01/2014 12:00:00 AM,0.08,0,0.43,0
"Distrito Federal, BR",02/01/2014 12:00:00 AM,0.04,0,0.12,0
Grand Rapids,08/01/2014 12:00:00 AM,0.14,0,0.5,0
San Diego,02/01/2015 12:00:00 AM,0.01,0,0.11,0
"Rochester, NY, US",08/01/2014 12:00:00 AM,0.21,0,0.7,0
Quito,03/01/2014 12:00:00 AM,0,0,0.02,0
Boston,07/01/2014 12:00:00 AM,0.72,0,1,0
New Orleans,02/01/2014 12:00:00 AM,0.01,0,0.09,0
Omaha,06/01/2014 12:00:00 AM,0.14,0,0.6,0
Boston,08/01/2014 12:00:00 AM,0.74,0,1,0
Haiti,02/01/2015 12:00:00 AM,1,1,1,1
"San Antonio, US",03/01/2014 12:00:00 AM,0.01,0,0.09,0
Oaxaca,12/01/2014 12:00:00 AM,1,1,1,1
Memphis,02/01/2015 12:00:00 AM,0,0,0,0
"Distrito Federal, BR",01/01/2014 12:00:00 AM,0.02,0,0.08,0
Bonaire,02/01/2015 12:00:00 AM,0.53,0.04,0.9,0
Ottawa,09/01/2014 12:00:00 AM,0.01,0,0.12,0
Omaha,08/01/2014 12:00:00 AM,0.25,0,0.63,0
Guadeloupe,02/01/2015 12:00:00 AM,1,1,1,1
USVI,02/01/2015 12:00:00 AM,1,1,1,1
St. Louis,03/01/2015 12:00:00 AM,0,0,0.01,0
Minneapolis,08/01/2014 12:00:00 AM,0.32,0,0.87,0
Guadalajara,04/01/2014 12:00:00 AM,0.01,0,0.02,0
Turks & Caicos,02/01/2015 12:00:00 AM,1,1,1,1
St. Eustatius,10/01/2014 12:00:00 AM,0.42,0.07,0.75,0
Bonaire,03/01/2014 12:00:00 AM,0.63,0.08,0.97,0
Fortaleza,03/01/2015 12:00:00 AM,0.12,0.01,0.27,0
Raleigh,06/01/2014 12:00:00 AM,0.57,0.01,0.98,0
Philadelphia,02/01/2015 12:00:00 AM,0,0,0,0
Boston,12/01/2014 12:00:00 AM,0,0,0,0
Savannah,11/01/2014 12:00:00 AM,0,0,0.06,0
Grand Rapids,02/01/2015 12:00:00 AM,0,0,0,0
Buffalo,02/01/2015 12:00:00 AM,0,0,0,0
Fort Lauderdale,01/01/2014 12:00:00 AM,0.2,0,0.8,0
Savannah,04/01/2014 12:00:00 AM,0,0,0.04,0
Curacao,02/01/2015 12:00:00 AM,1,1,1,1
Montevideo,05/01/2014 12:00:00 AM,0,0,0.03,0
Seattle,02/01/2015 12:00:00 AM,0,0,0,0
El Paso,03/01/2015 12:00:00 AM,0,0,0.01,0
Tulsa,07/01/2014 12:00:00 AM,0.4,0.07,0.72,0
Atlantic City,03/01/2015 12:00:00 AM,0,0,0,0
Las Vegas,08/01/2014 12:00:00 AM,0.51,0,0.96,0
St. Kitts & Nevis,12/01/2013 12:00:00 AM,0.39,0.04,0.76,0
Medellin,12/01/2013 12:00:00 AM,0,0,0.02,0
Cancun,01/01/2015 12:00:00 AM,0.52,0.02,0.93,0
"Distrito Federal, BR",03/01/2015 12:00:00 AM,1,1,1,1
Des Moines,02/01/2015 12:00:00 AM,0,0,0,0
Austin,05/01/2014 12:00:00 AM,0.1,0,0.26,0
Bonaire,10/01/2014 12:00:00 AM,0.12,0.01,0.26,0
BVI,03/01/2015 12:00:00 AM,1,1,1,1
Los Angeles,12/01/2013 12:00:00 AM,0,0,0.02,0
Nashville,03/01/2015 12:00:00 AM,0.01,0,0.08,0
Los Angeles,06/01/2014 12:00:00 AM,0.37,0,1,0
Merida,03/01/2014 12:00:00 AM,0.01,0,0.02,0
St. Eustatius,04/01/2014 12:00:00 AM,0.56,0.07,0.93,0
"Distrito Federal, BR",07/01/2014 12:00:00 AM,0.52,0.01,0.96,0
Guadalajara,03/01/2014 12:00:00 AM,0,0,0,0
Curacao,03/01/2015 12:00:00 AM,1,1,1,1
St. Lucia,03/01/2015 12:00:00 AM,1,1,1,1
Miami,04/01/2014 12:00:00 AM,0.93,0.07,1,0
Nicaragua,03/01/2015 12:00:00 AM,1,1,1,1
New Orleans,12/01/2014 12:00:00 AM,0.03,0,0.33,0
BVI,02/01/2015 12:00:00 AM,1,1,1,1
Lima,02/01/2015 12:00:00 AM,0.22,0,0.95,0
Georgetown,01/01/2014 12:00:00 AM,0.07,0,0.21,0
Savannah,05/01/2014 12:00:00 AM,0.02,0,0.09,0
Sinaloa,12/01/2014 12:00:00 AM,1,1,1,1
Minas Gerais,03/01/2015 12:00:00 AM,1,1,1,1
Bonaire,01/01/2014 12:00:00 AM,0.4,0.03,0.78,0
Georgetown,04/01/2014 12:00:00 AM,0.1,0,0.25,0
New Orleans,10/01/2014 12:00:00 AM,0.31,0,0.78,0
Ecuador,03/01/2015 12:00:00 AM,1,1,1,1
Atlanta,02/01/2015 12:00:00 AM,0.02,0,0.04,0
Anguilla,03/01/2015 12:00:00 AM,1,1,1,1
Sao Paulo,02/01/2015 12:00:00 AM,0.81,0,1,0
Washington DC,02/01/2015 12:00:00 AM,0,0,0,0
Des Moines,04/01/2015 12:00:00 AM,0,0,0,0
Costa Rica,04/01/2015 12:00:00 AM,1,1,1,1
Ecuador,04/01/2015 12:00:00 AM,1,1,1,1
Villahermosa,06/01/2014 12:00:00 AM,0.01,0,0.04,0
Monterrey,12/01/2014 12:00:00 AM,0.01,0,0.06,0
"Greenville, SC, US",04/01/2015 12:00:00 AM,0,0,0.01,0
Villahermosa,02/01/2015 12:00:00 AM,0.02,0,0.09,0
Monterrey,04/01/2015 12:00:00 AM,0.13,0,0.6,0
El Salvador,04/01/2015 12:00:00 AM,1,1,1,1
Akron,04/01/2015 12:00:00 AM,0,0,0,0
Odessa,04/01/2015 12:00:00 AM,0,0,0.01,0
Antigua,04/01/2015 12:00:00 AM,1,1,1,1
Turks & Caicos,04/01/2015 12:00:00 AM,1,1,1,1
Monterrey,01/01/2014 12:00:00 AM,0,0,0,0
Monterrey,03/01/2014 12:00:00 AM,0,0,0.01,0
Phoenix,04/01/2015 12:00:00 AM,0.04,0,0.25,0
Villahermosa,02/01/2014 12:00:00 AM,0,0,0,0
Monterrey,05/01/2014 12:00:00 AM,0.03,0,0.09,0
Recife,04/01/2015 12:00:00 AM,0.06,0,0.15,0
Colombia,04/01/2015 12:00:00 AM,1,1,1,1
Chicago,04/01/2015 12:00:00 AM,0.01,0,0.03,0
Atlantic City,04/01/2015 12:00:00 AM,0,0,0,0
Nicaragua,04/01/2015 12:00:00 AM,1,1,1,1
Guyana,04/01/2015 12:00:00 AM,1,1,1,1
"Birmingham, US",04/01/2015 12:00:00 AM,0,0,0.04,0
Norfolk,04/01/2015 12:00:00 AM,0,0,0.02,0
Guadeloupe,04/01/2015 12:00:00 AM,1,1,1,1
Puerto Rico,04/01/2015 12:00:00 AM,1,1,1,1
Cuba,04/01/2015 12:00:00 AM,0.89,0.11,1,0
El Paso,04/01/2015 12:00:00 AM,0,0,0.01,0
Monterrey,10/01/2014 12:00:00 AM,0,0,0.05,0
Kansas City,04/01/2015 12:00:00 AM,0,0,0.01,0
Milwaukee,04/01/2015 12:00:00 AM,0,0,0,0
Suriname,04/01/2015 12:00:00 AM,1,1,1,1
Hartford,04/01/2015 12:00:00 AM,0,0,0,0
Mato Grosso do Sul,04/01/2015 12:00:00 AM,1,1,1,1
Monterrey,03/01/2015 12:00:00 AM,0.02,0,0.25,0
Las Vegas,04/01/2015 12:00:00 AM,0,0,0,0
Merida,04/01/2015 12:00:00 AM,0.08,0.01,0.19,0
Monterrey,04/01/2014 12:00:00 AM,0,0,0.02,0
Wichita,04/01/2015 12:00:00 AM,0,0,0.01,0
Panama,04/01/2015 12:00:00 AM,1,1,1,1
Bonaire,04/01/2015 12:00:00 AM,0.02,0,0.05,0
San Diego,04/01/2015 12:00:00 AM,0.01,0,0.08,0
Villahermosa,07/01/2014 12:00:00 AM,0.04,0,0.1,0
"San Antonio, US",04/01/2015 12:00:00 AM,0.06,0,0.26,0
Dayton,04/01/2015 12:00:00 AM,0,0,0,0
Guatemala,04/01/2015 12:00:00 AM,1,1,1,1
Trinidad & Tobago,04/01/2015 12:00:00 AM,1,1,1,1
Villahermosa,04/01/2014 12:00:00 AM,0,0,0,0
St. Martin,04/01/2015 12:00:00 AM,1,1,1,1
Cleveland,04/01/2015 12:00:00 AM,0,0,0,0
"Charleston, SC, US",04/01/2015 12:00:00 AM,0.01,0,0.05,0
Raleigh,04/01/2015 12:00:00 AM,0.02,0,0.18,0
Memphis,04/01/2015 12:00:00 AM,0.01,0,0.05,0
Seattle,04/01/2015 12:00:00 AM,0,0,0,0
Bahamas,04/01/2015 12:00:00 AM,1,1,1,1
Ottawa,04/01/2015 12:00:00 AM,0,0,0,0
Little Rock,04/01/2015 12:00:00 AM,0,0,0.03,0
Sonora,04/01/2015 12:00:00 AM,1,1,1,1
Monterrey,02/01/2015 12:00:00 AM,0.01,0,0.09,0
Minas Gerais,04/01/2015 12:00:00 AM,1,1,1,1
BVI,04/01/2015 12:00:00 AM,1,1,1,1
"Rochester, NY, US",04/01/2015 12:00:00 AM,0,0,0,0
Dominican Rep.,04/01/2015 12:00:00 AM,1,1,1,1
St. Vincent & Grenadines,04/01/2015 12:00:00 AM,1,1,1,1
USVI,04/01/2015 12:00:00 AM,1,1,1,1
Villahermosa,12/01/2014 12:00:00 AM,0.02,0,0.09,0
Quebec City,04/01/2015 12:00:00 AM,0,0,0,0
Dominica,04/01/2015 12:00:00 AM,1,1,1,1
Monterrey,02/01/2014 12:00:00 AM,0,0,0,0
St. Kitts & Nevis,04/01/2015 12:00:00 AM,1,1,1,1
St. Eustatius,04/01/2015 12:00:00 AM,0,0,0,0
Honduras,04/01/2015 12:00:00 AM,1,1,1,1
Villahermosa,12/01/2013 12:00:00 AM,0,0,0,0
Haiti,04/01/2015 12:00:00 AM,1,1,1,1
Providence,04/01/2015 12:00:00 AM,0,0,0,0
Cincinnati,04/01/2015 12:00:00 AM,0,0,0.01,0
Nashville,04/01/2015 12:00:00 AM,0.01,0,0.08,0
Martinique,04/01/2015 12:00:00 AM,1,1,1,1
Lima,04/01/2015 12:00:00 AM,0.41,0,1,0
Villahermosa,11/01/2014 12:00:00 AM,0.04,0,0.17,0
Buffalo,04/01/2015 12:00:00 AM,0,0,0,0
Springdale,04/01/2015 12:00:00 AM,0,0,0.01,0
Manaus,04/01/2015 12:00:00 AM,0.03,0,0.08,0
Villahermosa,08/01/2014 12:00:00 AM,0.02,0,0.05,0
